url,title,date,claim,rating,site
https://www.bbc.co.uk/news/world-67853415,Vladimir Putin makes little mention of Ukraine in new year speech,2023-12-31 16:08:31+00:00,"Russian President Vladimir Putin has called for united support of his army in his annual new year address, without explicitly referring to the war he is waging in Ukraine.",True,bbc
https://www.bbc.co.uk/news/world-europe-67869960,Ukraine war: Missiles fired at Russian city Belgorod and occupied Crimea,2024-01-03 04:31:24+00:00,Russian officials say they have foiled a Ukrainian attack on a border city as the aerial war between the two nations continues to intensify.,True,bbc
https://www.bbc.co.uk/news/world-europe-67860016,Ukraine hit again after Putin vows intensified strikes,2024-01-02 06:18:12+00:00,"Russian missiles have hit Ukraine's biggest cities, leaving at least five dead and dozens hurt, after Vladimir Putin vowed to intensify attacks.",True,bbc
https://www.bbc.co.uk/news/world-europe-67895152,Ukraine war: Some residents leave Belgorod after deadly attacks,2024-01-05 20:05:39+00:00,Russia has started moving some residents from the city of Belgorod following deadly attacks by Ukraine.,True,bbc
https://www.bbc.co.uk/news/world-europe-67855158,Ukraine war: Zelensky promises more Ukraine-made weapons in new year speech,2024-01-01 02:31:26+00:00,President Volodymyr Zelensky has promised a sharp increase in the amount of weapons Ukraine produces next year.,True,bbc
https://www.bbc.co.uk/news/world-europe-67861379,Ukraine war: Grim new year for Ukrainians under shadow of Russian attack,2024-01-02 13:49:47+00:00,Ukrainians have seen in a second new year under some of the heaviest aerial bombardment since Russia's war began.,True,bbc
https://www.bbc.co.uk/news/world-europe-67659275,"Ukraine war: Atesh, the group spying on Russians in occupied Crimea",2024-01-06 01:12:36+00:00,"""I had a hunch that someone was watching me. My heart was pounding.""",True,bbc
https://www.bbc.co.uk/news/world-europe-60506682,Ukraine in maps: Tracking the war with Russia,2022-02-24 14:20:31+00:00,"Fighting has been raging in Ukraine for two years since Russia's invasion, with Moscow's forces edging forwards in recent weeks after months of virtual stalemate.",True,bbc
https://www.bbc.co.uk/news/world-europe-60573261,Ukraine conflict: Who's in Putin's inner circle and running the war?,2022-03-03 00:30:31+00:00,"Vladimir Putin has often cut a solitary figure as Russia's full-scale invasion of Ukraine drags on, but his position is bolstered by a deeply loyal entourage that has hardly changed in years.",True,bbc
https://www.bbc.co.uk/news/world-europe-62002218,Ukraine weapons: What arms are being supplied and why are there shortages?,2022-07-01 16:11:53+00:00,Weapons from a new US aid package for Ukraine have begun arriving on the front line.,True,bbc
https://www.bbc.co.uk/news/world-europe-60708350,Ukraine conflict: How will we know if Russia used chemical weapons?,2022-03-11 22:00:02+00:00,Britain has reacted with concern at unconfirmed reports of an alleged chemical attack in the besieged city of Mariupol.,True,bbc
https://www.bbc.co.uk/news/world-europe-62602367,Ukraine nuclear plant: How risky is stand-off over Zaporizhzhia?,2022-08-19 12:39:22+00:00,UN nuclear inspectors have made an appeal for fighting to stop at Europe's biggest nuclear power plant - close to the front line in Ukraine - to help prevent a nuclear accident.,True,bbc
https://www.bbc.co.uk/news/world-europe-68685604,"Russian network that 'paid European politicians' busted, authorities claim",2024-03-28 21:10:41+00:00,"A Russian-backed ""propaganda"" network has been broken up for spreading anti-Ukraine stories and paying unnamed European politicians, according to authorities in several countries.",True,bbc
https://www.bbc.co.uk/news/world-europe-68663043,Moscow attack: Russia blames West and Kyiv for jihadist massacre,2024-03-26 10:56:58+00:00,"Top Russian officials have directly accused Ukraine and the West of being involved in the deadly Moscow concert hall attack, after it was claimed by the Islamic State (IS) group.",True,bbc
https://www.bbc.co.uk/news/world-europe-68692195,"War a real threat and Europe not ready, warns Poland's Tusk",2024-03-29 10:27:45+00:00,"Polish Prime Minister Donald Tusk has warned Europe is in a ""pre-war era"" and Ukraine must not be defeated by Russia for the good of the whole continent.",True,bbc
https://www.bbc.co.uk/news/world-europe-68628376,Russia Ukraine war: Fleeing embattled border villages,2024-03-22 06:16:08+00:00,"When Russian planes began bombing her border village in northern Ukraine, Nina Skorkina refused to leave.",True,bbc
https://www.bbc.co.uk/news/world-europe-68703356,Barrage of Russian attacks aims to cut Ukraine's lights,2024-03-31 17:06:39+00:00,In central Kharkiv you hear the rattle of generators on every street.,True,bbc
https://www.bbc.co.uk/news/world-europe-68702665,Pope Francis calls for ceasefire in Gaza and Ukraine in Easter message,2024-03-31 11:49:32+00:00,Pope Francis has used his traditional Easter message to call for a ceasefire in the Gaza Strip and for the return of Israeli hostages held by Hamas.,True,bbc
https://www.bbc.co.uk/news/world-europe-68653841,Ukraine war: Several injured as Russian missiles target Kyiv,2024-03-25 12:05:42+00:00,"A three-storey building in Kyiv has been badly damaged, Ukrainian officials say, as the city comes under renewed Russian attack.",True,bbc
https://www.bbc.co.uk/news/world-europe-68648815,"Ukraine war: Two Russian landing ships hit off Crimea, officials say",2024-03-24 04:09:46+00:00,"Ukraine says it has hit two landing ships, a communications centre and other infrastructure used by Russia's Black Sea fleet off annexed Crimea.",True,bbc
https://www.bbc.co.uk/news/world-europe-68649229,Zelensky hits back after Russia links Ukraine to Moscow attack,2024-03-24 13:14:53+00:00,"As news of the Moscow concert hall attack broke on Friday, Ukrainians knew what was coming: Kyiv would be blamed.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68660050,IS-K: Who are the Islamic State jihadists blamed for Moscow attack?,2024-03-25 22:59:38+00:00,"Despite attempts by President Vladimir Putin and Russia's state-controlled media to pin the blame for Friday's deadly Moscow theatre attack on Ukraine, more details are emerging about the jihadist group IS-K, believed to have been behind it.",True,bbc
https://www.bbc.co.uk/news/world-europe-68573441,Ukraine war: Europe split clouds Macron talks with Scholz in Berlin,2024-03-15 10:47:01+00:00,"Emmanuel Macron has said that France, Germany and Poland are ""united"" after a rift was exposed over Europe's response to Russia's war in Ukraine.",True,bbc
